1726358400;2418.55000000
1726358401;2418.55000000
1726358402;2418.55000000
1726358403;2418.55000000
1726358404;2418.55000000
1726358405;2418.55000000
1726358406;2418.55000000
1726358407;2418.55000000
1726358408;2418.55000000
1726358409;2418.55000000
1726358410;2418.55000000
1726358411;2418.55000000
1726358412;2418.55000000
1726358413;2418.55000000
1726358414;2418.55000000
1726358415;2418.74000000
1726358416;2418.84000000
1726358417;2418.84000000
1726358418;2418.84000000
1726358419;2418.84000000
1726358420;2418.84000000
1726358421;2418.84000000
1726358422;2418.84000000
1726358423;2418.84000000
1726358424;2418.84000000
1726358425;2418.84000000
1726358426;2418.84000000
1726358427;2418.84000000
1726358428;2418.84000000
1726358429;2418.84000000
1726358430;2418.84000000
1726358431;2418.80000000
1726358432;2418.80000000
1726358433;2418.80000000
1726358434;2418.80000000
1726358435;2418.80000000
1726358436;2418.80000000
1726358437;2418.80000000
1726358438;2418.80000000
1726358439;2418.80000000
1726358440;2418.80000000
1726358441;2418.80000000
1726358442;2418.80000000
1726358443;2418.79000000
1726358444;2418.79000000
1726358445;2418.79000000
1726358446;2418.79000000
1726358447;2418.79000000
1726358448;2418.79000000
1726358449;2418.79000000
1726358450;2418.79000000
1726358451;2418.79000000
1726358452;2418.79000000
1726358453;2418.79000000
1726358454;2418.79000000
1726358455;2418.79000000
1726358456;2418.79000000
1726358457;2418.79000000
1726358458;2418.79000000
1726358459;2418.79000000
1726358460;2418.79000000
1726358461;2418.79000000
1726358462;2418.79000000
1726358463;2418.79000000
1726358464;2418.79000000
1726358465;2418.79000000
1726358466;2418.79000000
1726358467;2418.79000000
1726358468;2418.79000000
1726358469;2418.79000000
1726358470;2418.79000000
1726358471;2418.79000000
1726358472;2418.79000000
1726358473;2418.76000000
1726358474;2418.76000000
1726358475;2418.76000000
1726358476;2418.76000000
1726358477;2418.76000000
1726358478;2418.76000000
1726358479;2418.76000000
1726358480;2418.76000000
1726358481;2418.76000000
1726358482;2418.59000000
1726358483;2418.59000000
1726358484;2418.59000000
1726358485;2418.59000000
1726358486;2418.59000000
1726358487;2418.60000000
1726358488;2418.60000000
1726358489;2418.60000000
1726358490;2418.60000000
1726358491;2418.60000000
1726358492;2418.60000000
1726358493;2418.60000000
1726358494;2418.60000000
1726358495;2418.60000000
1726358496;2418.60000000
1726358497;2418.55000000
1726358498;2418.33000000
1726358499;2418.33000000
1726358500;2418.33000000
1726358501;2418.33000000
1726358502;2418.33000000
1726358503;2418.33000000
1726358504;2418.33000000
1726358505;2418.33000000
1726358506;2418.33000000
1726358507;2418.33000000
1726358508;2418.33000000
1726358509;2418.33000000
1726358510;2418.33000000
1726358511;2418.33000000
1726358512;2418.33000000
1726358513;2418.33000000
1726358514;2418.33000000
1726358515;2418.33000000
1726358516;2418.33000000
1726358517;2418.33000000
1726358518;2418.33000000
1726358519;2418.39000000
1726358520;2418.34000000
1726358521;2418.34000000
1726358522;2418.34000000
1726358523;2418.34000000
1726358524;2418.34000000
1726358525;2418.34000000
1726358526;2418.34000000
1726358527;2418.17000000
1726358528;2418.17000000
1726358529;2418.17000000
1726358530;2418.17000000
1726358531;2418.17000000
1726358532;2418.17000000
1726358533;2418.17000000
1726358534;2418.17000000
1726358535;2418.17000000
1726358536;2418.17000000
1726358537;2418.17000000
1726358538;2418.30000000
1726358539;2418.30000000
1726358540;2418.30000000
1726358541;2418.30000000
1726358542;2418.30000000
1726358543;2418.30000000
1726358544;2418.30000000
1726358545;2418.30000000
1726358546;2418.30000000
1726358547;2418.30000000
1726358548;2418.20000000
1726358549;2418.20000000
1726358550;2418.20000000
1726358551;2418.20000000
1726358552;2418.20000000
1726358553;2418.20000000
1726358554;2418.20000000
1726358555;2418.20000000
1726358556;2418.20000000
1726358557;2418.20000000
1726358558;2418.20000000
1726358559;2418.20000000
1726358560;2418.20000000
1726358561;2417.42000000
1726358562;2417.42000000
1726358563;2417.42000000
1726358564;2417.42000000
1726358565;2417.42000000
1726358566;2417.42000000
1726358567;2417.41000000
1726358568;2417.46000000
1726358569;2417.80000000
1726358570;2417.80000000
1726358571;2417.80000000
1726358572;2417.80000000
1726358573;2417.80000000
1726358574;2417.80000000
1726358575;2417.80000000
1726358576;2417.80000000
1726358577;2417.80000000
1726358578;2417.80000000
1726358579;2417.80000000
1726358580;2417.80000000
1726358581;2417.80000000
1726358582;2417.80000000
1726358583;2417.80000000
1726358584;2417.80000000
1726358585;2417.80000000
1726358586;2417.80000000
1726358587;2417.80000000
1726358588;2417.80000000
1726358589;2417.80000000
1726358590;2417.80000000
1726358591;2417.80000000
1726358592;2417.80000000
1726358593;2417.80000000
1726358594;2417.80000000
1726358595;2417.80000000
1726358596;2417.80000000
1726358597;2417.80000000
1726358598;2417.80000000
1726358599;2417.80000000
1726358600;2417.80000000
1726358601;2417.80000000
1726358602;2417.80000000
1726358603;2417.80000000
1726358604;2417.80000000
1726358605;2417.80000000
1726358606;2417.80000000
1726358607;2417.80000000
1726358608;2417.80000000
1726358609;2417.80000000
1726358610;2417.80000000
1726358611;2417.80000000
1726358612;2417.80000000
1726358613;2417.80000000
1726358614;2417.80000000
1726358615;2417.80000000
1726358616;2417.80000000
1726358617;2417.80000000
1726358618;2417.80000000
1726358619;2417.80000000
1726358620;2417.80000000
1726358621;2417.80000000
1726358622;2417.80000000
1726358623;2417.80000000
1726358624;2417.80000000
1726358625;2417.80000000
1726358626;2417.80000000
1726358627;2417.80000000
1726358628;2417.80000000
1726358629;2417.80000000
1726358630;2417.80000000
1726358631;2417.80000000
1726358632;2417.80000000
1726358633;2417.80000000
1726358634;2417.96000000
1726358635;2417.96000000
1726358636;2417.96000000
1726358637;2417.96000000
1726358638;2417.96000000
1726358639;2417.96000000
1726358640;2417.96000000
1726358641;2417.97000000
1726358642;2417.97000000
1726358643;2417.97000000
1726358644;2417.97000000
1726358645;2417.97000000
1726358646;2417.97000000
1726358647;2417.97000000
1726358648;2417.97000000
1726358649;2418.90000000
1726358650;2418.90000000
1726358651;2418.64000000
1726358652;2418.64000000
1726358653;2418.64000000
1726358654;2418.64000000
1726358655;2418.64000000
1726358656;2418.64000000
1726358657;2418.64000000
1726358658;2418.64000000
1726358659;2418.64000000
1726358660;2418.64000000
1726358661;2418.64000000
1726358662;2418.64000000
1726358663;2418.64000000
1726358664;2418.64000000
1726358665;2418.64000000
1726358666;2418.64000000
1726358667;2418.64000000
1726358668;2418.64000000
1726358669;2418.64000000
1726358670;2418.64000000
1726358671;2418.64000000
1726358672;2418.64000000
1726358673;2418.64000000
1726358674;2418.64000000
1726358675;2418.64000000
1726358676;2418.64000000
1726358677;2418.64000000
1726358678;2418.64000000
1726358679;2418.64000000
1726358680;2418.64000000
1726358681;2418.64000000
1726358682;2418.64000000
1726358683;2418.64000000
1726358684;2418.64000000
1726358685;2418.64000000
1726358686;2418.64000000
1726358687;2418.64000000
1726358688;2418.64000000
1726358689;2418.64000000
1726358690;2418.89000000
1726358691;2418.89000000
1726358692;2418.89000000
1726358693;2418.89000000
1726358694;2418.89000000
1726358695;2418.89000000
1726358696;2418.89000000
1726358697;2418.89000000
1726358698;2418.89000000
1726358699;2418.89000000
1726358700;2418.89000000
1726358701;2418.89000000
1726358702;2419.14000000
1726358703;2419.19000000
1726358704;2419.19000000
1726358705;2419.19000000
1726358706;2419.19000000
1726358707;2419.19000000
1726358708;2419.19000000
1726358709;2419.19000000
1726358710;2419.19000000
1726358711;2419.19000000
1726358712;2419.19000000
1726358713;2419.19000000
1726358714;2419.19000000
1726358715;2419.19000000
1726358716;2419.19000000
1726358717;2419.19000000
1726358718;2419.19000000
1726358719;2419.19000000
1726358720;2419.19000000
1726358721;2419.19000000
1726358722;2419.19000000
1726358723;2419.19000000
1726358724;2419.19000000
1726358725;2419.19000000
1726358726;2419.19000000
1726358727;2419.19000000
1726358728;2419.19000000
1726358729;2419.19000000
1726358730;2419.19000000
1726358731;2419.19000000
1726358732;2419.19000000
1726358733;2419.19000000
1726358734;2419.19000000
1726358735;2419.19000000
1726358736;2419.19000000
1726358737;2419.19000000
1726358738;2419.19000000
1726358739;2419.19000000
1726358740;2419.19000000
1726358741;2419.19000000
1726358742;2419.19000000
1726358743;2419.19000000
1726358744;2419.37000000
1726358745;2419.37000000
1726358746;2419.37000000
1726358747;2419.37000000
1726358748;2419.37000000
1726358749;2419.37000000
1726358750;2419.37000000
1726358751;2419.37000000
1726358752;2419.37000000
1726358753;2419.37000000
1726358754;2419.37000000
1726358755;2419.37000000
1726358756;2419.37000000
1726358757;2419.37000000
1726358758;2419.37000000
1726358759;2419.37000000
1726358760;2419.37000000
1726358761;2419.37000000
1726358762;2419.37000000
1726358763;2419.37000000
1726358764;2419.37000000
1726358765;2419.37000000
1726358766;2419.37000000
1726358767;2419.37000000
1726358768;2419.37000000
1726358769;2419.37000000
1726358770;2419.37000000
1726358771;2419.37000000
1726358772;2419.37000000
1726358773;2419.37000000
1726358774;2419.37000000
1726358775;2419.37000000
1726358776;2419.37000000
1726358777;2419.37000000
1726358778;2419.37000000
1726358779;2419.37000000
1726358780;2419.37000000
1726358781;2419.37000000
1726358782;2419.37000000
1726358783;2419.38000000
1726358784;2419.38000000
1726358785;2419.38000000
1726358786;2419.38000000
1726358787;2419.38000000
1726358788;2419.38000000
1726358789;2419.38000000
1726358790;2419.38000000
1726358791;2419.38000000
1726358792;2419.38000000
1726358793;2419.38000000
1726358794;2419.38000000
1726358795;2419.38000000
1726358796;2419.38000000
1726358797;2419.38000000
1726358798;2419.38000000
1726358799;2419.38000000
1726358800;2419.38000000
1726358801;2419.38000000
1726358802;2419.38000000
1726358803;2419.38000000
1726358804;2419.38000000
1726358805;2419.38000000
